model_reaction_id,reaction_name,mass_balance_status,charge_balance_status,missing_formula_status,structure_parse_status,external_mapping_status,manual_review_status,missing_formula_metabolites,unparsable_formula_metabolites
r_1204,L-isoleucine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1205,L-isoleucine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1206,L-lactate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1207,L-lactate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1208,"L-leucine transport, vacuoluar",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1209,"L-leucine transport, vacuoluar",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1210,"L-leucine transport, vacuoluar",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1211,L-leucine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1212,L-lysine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1213,L-lysine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1214,L-methionine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1215,L-phenylalanine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1216,L-proline transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1217,L-serine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1218,L-threonine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1219,L-tryptophan transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1220,L-tyrosine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1221,L-tyrosine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1222,L-tyrosine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1223,L-tyrosine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1224,L-valine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1225,lanosterol transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1226,malate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1227,maltose transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1228,"N,N'-diformyldityrosine transport",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1229,NAD transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1230,NAD transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1231,NAD transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1232,NAD transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1235,nicotinate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1236,octadecanoate (n-C18:0) transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1237,ornithine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1238,orntithine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1239,oxaloacetate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1241,pantothenate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1242,pentaprenyl diphosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1243,phenethyl acetate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1244,phosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1245,phosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1249,potassium transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1250,putrescine excretion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1251,putrescine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1252,putrescine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1253,pyridoxine symport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1254,pyruvate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1255,S-adenosyl-L-methionine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1256,S-adenosyl-L-methionine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1257,S-methylmethionine permease,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1258,sodium proton antiporter,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1259,spermidine excretion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1260,spermidine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1261,spermidine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1262,spermine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1263,spermine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1264,succinate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1265,succinate-fumarate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1266,sulfate uniport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1267,sulfite transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1268,taurine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1269,thiamine diphosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1270,thiamine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1271,UDPgalactose transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1272,uracil transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1273,urea transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1274,uridine transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1275,UTP transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1276,UTP/UMP antiport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1277,water diffusion,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1278,zymosterol transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1449,inositol-P-ceramide B' (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1450,inositol-P-ceramide B' (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1451,inositol-P-ceramide C (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1452,inositol-P-ceramide C (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1453,inositol-P-ceramide A (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1454,inositol-P-ceramide A (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1455,inositol-P-ceramide B (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1456,inositol-P-ceramide B (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1457,inositol-P-ceramide D (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1458,inositol-P-ceramide D (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1479,inositol phosphomannosylinositol phosphoceramide A (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1480,inositol phosphomannosylinositol phosphoceramide A (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1481,inositol phosphomannosylinositol phosphoceramide B' (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1482,inositol phosphomannosylinositol phosphoceramide B' (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1483,inositol phosphomannosylinositol phosphoceramide B (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1484,inositol phosphomannosylinositol phosphoceramide B (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1485,inositol phosphomannosylinositol phosphoceramide C (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1486,inositol phosphomannosylinositol phosphoceramide C (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1487,inositol phosphomannosylinositol phosphoceramide D (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1488,inositol phosphomannosylinositol phosphoceramide D (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1509,mannosylinositol phosphorylceramide B' (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1510,mannosylinositol phosphorylceramide B' (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1511,mannosylinositol phosphorylceramide C (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1512,mannosylinositol phosphorylceramide C (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1513,mannosylinositol phosphorylceramide A (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1514,mannosylinositol phosphorylceramide A (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1515,mannosylinositol phosphorylceramide B (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1516,mannosylinositol phosphorylceramide B (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1517,mannosylinositol phosphorylceramide D (C24) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1518,mannosylinositol phosphorylceramide D (C26) [Golgi] SLIME rxn,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1542,(1->3)-beta-D-glucan exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1543,(1->3)-beta-D-glucan transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1545,(R)-carnitine exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1546,(R)-lactate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1547,(R)-mevalonate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1548,(R)-pantothenate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1549,"(R,R)-2,3-butanediol exchange",unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1550,(S)-3-methyl-2-oxopentanoate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1551,(S)-lactate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1552,(S)-malate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1553,1-(sn-glycero-3-phospho)-1D-myo-inositol exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1554,1-acylglycerophosphocholine exchange,unbalanced,unbalanced,absent,failed,not_required,required,,s_0084
r_1560,"1D-myo-inositol 1,3,4,5,6-pentakisphosphate diffusion",balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1562,1D-myo-inositol 1-phosphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1563,2'-deoxyadenosine exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1564,2'-deoxyguanosine exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1565,2'-deoxyinosine exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1566,2'-deoxyuridine exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1567,2-dehydro-3-deoxy-D-arabino-heptonate7-phohsphate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1568,2-dehydropantoate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1572,2-isopropylmalate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1573,2-isopropylmalate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1574,2-isopropylmalate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1575,2-methyl-1-butanol transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1576,2-methyl-1-butanol transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1577,2-methylbutanal exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1578,2-methylbutanal transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1579,2-methylbutanal transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1580,2-methylbutanol exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1581,2-methylbutyl acetate exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1582,2-methylpropanal transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1583,2-methylpropanal transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1585,2-oxobutanoate transporter,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1586,2-oxoglutarate exchange,unbalanced,unbalanced,absent,not_applicable,not_required,required,,
r_1587,2-oxoglutarate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1588,2-oxoglutarate transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1589,2-phenylethanol exchange,unbalanced,balanced,absent,not_applicable,not_required,required,,
r_1590,2-phenylethanol transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
r_1591,2-phenylethanol transport,balanced,balanced,absent,not_applicable,not_required,not_required,,
